tweet_id,text,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
456868024990306304l,A última indicação da #PETR3 resultou em -3.83 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,1,0,1,-2,-2,0,1,-1,1.000,1.000,0.000,0.667,3
448218315128053760l,"@rodrigospaula81 @clubedopairico #petr4 errei o fundo também, era 12,50 só foi em 12,57  rsrsr",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
461258410596368384l,"3 carteiras diferentes para investir Bolsa, segundo a Concórdia: Nenhuma das carteiras sofre... http://t.co/D5Uo3w5vQ4 #infomoney #vale5",0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,1.000,3
464754673673859072l,$TIMP3 - Tim Part S/a (timp-nm) - Demonstracoes Financeiras De 31/03/2014 (cons) http://t.co/bNfnDfQurF,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
461192979127230464l,Ativo c/ vol Financeiro Superior à sua MM21-14h: ARTR3 EMBR3 GUAR3 ICO2 IDIV ISEE ITUB4 JSLG3 OIBR3 OIBR4 SANB11,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
447192723876233216l,"@jprcampos @carlos_munhoz tá… agora fala qual seu PM em petr4, desconsiderando o fluxo de proventos.",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
443066899308756992l,Parabéns para vc que metia a boca na #ogx e c/ analista recomendava #petr4 Esse é o problema nego ñ estuda e vira referência do nada,-2,-2,0,0,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
454332334423408641l,"E AÍ #VALE5  , QUE TAL PERDER OS 29,50 !!!!! SERIA UMA BOA",0,1,0,1,0,1,0,1,0,1.000,0.667,0.667,0.667,3
448873740685037568l,"LONG&amp,SHORT de PETR4 x PETR3 indo MTOOOO BEM!!!",1,0,1,0,0,0,-2,-2,-1,0.667,1.000,0.667,0.333,3
453185594030850048l,"#petr4 16,02 quem vai dar o tapa p/ definir o lado à trade?",0,0,0,0,0,0,-2,-2,-1,0.667,1.000,0.667,0.333,3
448249420552089600l,"RT @WallFigueiredo: Rastreamento ações-Gráfico diário-12h. Analise se romper:  BBDC3 30,37 Ativo c/ vol Financeiro Superior à sua MM21-12h:…",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
459317224105598976l,@Andraus_adv E tem pesquisa eleitoral da CNT a ser divulgada dia 28 - segunda. Imagina a cena… Dilma caindo Petr4 subindo…,-2,-2,-2,-2,1,0,0,0,-1,0.000,0.000,1.000,0.667,3
448084543984394240l,"Ótima a recuperação de BBAS3. De 18,xx a 21,00, e subindo!",1,0,1,0,0,1,0,0,0,0.667,1.000,0.667,1.000,3
469942540863815680l,@leighannk_ serious!!,0,0,-2,-2,0,1,0,0,-1,0.667,0.333,0.667,0.667,3
449217112440324096l,"Rastreamento ações-Gráfico diário-13h. Analise se romper: BOVA11 48,15 BRML3 18,30 BVMF3 10,69 CPFE3 18,01 ICON 2301,35 INDFUT 49638,79",1,0,0,0,1,0,0,0,0,0.667,1.000,0.667,1.000,3
446705938536218624l,"@clubedopairico eu pisco o olho e a #PETR4  bate. R$13,90??? Que isso?!?",0,0,0,0,0,1,0,0,0,0.667,0.667,1.000,0.667,3
458638002370396160l,"RT @Nelson_Andradee: Este dia nem foi mau de todo, tirando a parte em que tive de acordar cedo",0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
453621090594877440l,SUZB5 bateu no objetivo do Anderson agora quer ver e saber quais as operações do Anderson entre em contato: centraltrader@hotmail.com,1,0,-2,-2,0,0,0,0,-1,0.667,0.000,1.000,1.000,3
462334976709894144l,"RT @joanarauhl: hoje eu, a angela, a mel e a joana adormecemos no bar a ouvir musica e parecia um zombie durante o intervalo mas deu bue pi…",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
453578562873069568l,@Live_Trade PETR4 rompeu os 16 reais,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
453856143949828096l,20 construtoras com os melhores e piores desempenhos em 2013 http://t.co/V2lyWpLVsL #GFSA3 #VIVR3 #MEND3 #PDGR3 #JFEN3 #CYRE3 #AZEV4 #RSID3,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
453640939869720576l,Volume de ecor3 hj diretassa do morgan!,-2,-2,0,0,0,1,-2,-2,-1,0.333,0.667,0.667,0.333,3
441288845510733824l,Ativo c/ vol Financeiro Superior à sua MM21-16h: BBRK3 IMCH3 PFRM3 TAEE11 TIMP3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
441806630942826496l,Cantando bailando me enloquece !!!,1,0,1,0,0,0,0,0,0,0.667,1.000,0.667,1.000,3
450710184575651840l,A última indicação da #MRVE3 resultou em -0.25 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.000,0.667,3
448951505845256193l,"ELPL ELETROPAULO dividendos ||aprov 25/4/2014||dataex 28/4/2014||pagto n/d||ELPL3 R$0,388977082||ELPL4 R$0,427874790 http://t.co/FhJ4SZQxMA",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
468407432121974784l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:  CTIP3 28,63 Ativo c/ vol Financeiro Superior à sua MM21-12h: BEMA3 CSMG3",-2,-2,0,0,-2,-2,-1,-1,-1,0.333,0.667,0.333,0.667,3
452424503684243457l,"#PETR4 RT @petrobras: ANP: Prod. gás natural no Brasil bate recorde, alcança 83,2 mi de metros cúbicos por dia em fev http://t.co/PoP9Kr73iJ",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.000,1.000,3
446347773408190464l,#vale5 quem acreditou no Obj Parabéns!!!!!,1,0,1,0,0,1,0,0,0,1.000,1.000,0.667,0.667,3
449543166505791488l,@Live_Trade Sua linda rsrs... RT @Live_Trade Ah llxl3...,0,0,1,0,0,0,0,0,0,0.667,0.667,1.000,0.667,3
462228559457964032l,Lembra do sinalzinho de fundo da #petr4?,0,0,0,0,0,0,0,0,1,0.667,0.667,1.000,1.000,3
446302699286724609l,"Rastreamento ações-Gráfico diário-12h. Analise se romper: BBDC4 27,66 BRML3 18,61 CTIP3 25,22 IFNC 4025,25 PSSA3 32,59 VIVT4 44,91",0,0,0,0,1,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
458982496311738368l,A última indicação da #MRFG3 resultou em -1.14 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-1,-1,-1,-1,-1,0.333,0.667,0.667,0.667,3
470627104271663104l,RT @TDMSantos: Tenho mesmo de estudar hoje à tarde,0,0,-2,-2,0,0,0,0,-1,0.667,0.000,0.667,0.667,3
465875997703696384l,"Citi escolhe uma nova 'Top Pick' no mercado brasileiro, saiba qual: A nova escolhida dos ana... http://t.co/NLVbJdhyvF #infomoney #vale5",-1,-1,0,0,1,0,0,0,-1,0.667,0.667,0.667,0.667,3
451085246206083072l,"Acoes da VALE5 sao as mais liquidas da Bovespa .
http://t.co/oRA4bA8Qye",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.000,0.667,3
456121558898343936l,"#GGBR4 Semanal com pivot de baixa, sinistro hein..",-2,-2,0,1,0,1,0,1,-1,0.333,0.667,0.667,0.667,3
448994540700336129l,"RT @selusava: uRGENTE!! Após rebaixamento do Brasil pelo S&amp,P, Dilma troca Mantega por advogado do Fluminense! #IBOV #PETR4 #VALE5",0,0,0,0,0,1,0,0,0,1.000,1.000,0.667,1.000,3
452089363938414592l,Os outros 20% da carteira estão em BBAS3 e BVMF3. Também recuperaram bem ultimamente. Nada a reclamar. Parei até de malhar o PT e a Dilma!,-2,-2,0,0,-2,-2,0,0,-1,0.000,0.667,0.000,1.000,3
464864439670702080l,@luizmoratoneto temos recomendação de venda para PDGR3.,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
456511618398953472l,RT @DuctorMarcus: #PETR4 Sentindo resistência da média de 144 no diário. Cuidado aos comprados se não furar pra cima é mal sinal.,0,1,0,0,1,0,0,1,0,0.667,0.667,0.667,0.667,3
443205544418234368l,"RT @morgadowsl: Petrobras confirma precificação de títulos de US$8,5 bilhões: SÃO PAULO, 10 Mar (Reuters) - A Petrobras PETR4.... http://t.…",0,0,0,0,0,0,0,0,1,0.667,1.000,0.667,0.667,3
450626014260252672l,Mas bonita mesmo tá BVMF3! Não para de subir!,1,0,1,0,0,0,0,0,0,0.667,1.000,1.000,1.000,3
441913277376110592l,Vale (VALE5) – Adiou para 30 de março o prazo para a decisão sobre o projeto de exploração de potássio. #VisaoAtiva - Marginalmente negativa,0,0,0,1,1,0,0,0,0,0.667,0.667,0.667,0.667,3
461153512093937664l,Comprando oibr4,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.000,3
455694254300753921l,RT @Angela_dias24: Eu sonho com cada coisa mais estúpida que eu sei lá,0,1,0,1,-2,-2,0,0,-1,1.000,1.000,0.000,0.667,3
448081918576582656l,"RT @dividendo_br: CRUZ SOUZA CRUZ dividendos ||aprov 21/3/2014||dataex 24/3/2014||pagto 21/5/2014||CRUZ3 R$0,016310 http://t.co/lXxqtlb1Rv",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
441942098104033280l,"Rastreamento ações-Gráfico diário-11h. Analise se romper:  PCAR4 98,83 Ativo c/ vol Financeiro Superior à sua MM21-11h: TEMP3",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
456451163165319168l,"Rastreamento ações-Gráfico diário-12h. Analise se romper: ODPV3 9,32 RADL3 18,61 RENT3 34,95 WEGE3 34,54",0,0,0,0,0,0,0,0,1,0.667,1.000,1.000,1.000,3
447016546729484289l,@ppaulovagner CSNA4 e USIM4 não reconheço. Não seriam CSNA3 e USIM3 ou USIM5?,0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
447014553474572288l,"#vale5 se &lt, 27 não é bom",0,0,0,0,0,0,0,1,0,0.667,0.667,0.667,0.667,3
464084084499566592l,"@ferrisss CIEL3 caindo 2,31%. Dá pra explicar uma queda dessa com um balanço tão positivo?",-2,-2,-2,-2,0,1,-1,-1,-1,0.333,0.333,0.667,0.667,3
443436979104280576l,"#PETR3 #PETR4 - Petrobras vai precisar de mais do que US$ 12 bilhões, diz Fitch sobre captações - http://t.co/qMZouzuRs4",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
448115361897279489l,A última indicação da #MRVE3 resultou em -0.55 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
443351977343598592l,"RT @picapautrader: #PETR4 mais uma 'ótima' notícia para a Petrobomba!!! Rumo ao 0,01 http://t.co/ZFlkPnZLqE",0,1,0,1,0,0,1,0,0,1.000,1.000,0.667,0.667,3
450839659640524800l,"#PETR4 é do Povo Brasileiro, mas está subjugada por rapina '@MirandaSa_: A Petrobras é Nossa? http://t.co/VeNKy7BAZV #EuApoioCPIdaPetrobras",0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
447064811999072257l,"Rastreamento ações-Gráfico SEMANAL-14h. Analise se romper: CESP6 24,48 CTIP3 26,37 ITUB4 31,97 QUAL3 22,44 WEGE3 31,92",0,0,0,0,0,0,0,0,1,1.000,0.667,0.667,1.000,3
469214689206206464l,"#BBAS3 estão batendo até na mãe nesse after. loucura 22,45 -5,39%",0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
461481890391023616l,$EMBR3 - Embraer (embr-nm) - Informacoes Trimestrais De 31/03/2014 http://t.co/cK8uSl4Fk3,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
460782961156030464l,"INTRADAY PETR4: Suportes 15,50 e 15,77 e resistências 16,18 e 16,32
INTRADAY VALE5: Suportes 27,00 e 27,25 e resistências 27,90 e 28,30",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.000,3
444206112079118336l,RT @Live_Trade: #petr4 não perdeu fundo....e na região PB 60' observo p/ reentrar,-2,-2,-2,-2,-2,-2,0,0,-1,0.000,0.333,0.000,0.667,3
465354509758521344l,"@Andresmoraes professor, acha que ainda vale entrar em MPLU3, ESTC3 e BBSE3?",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.000,0.667,3
446250336194682880l,$BVMF3 - Bmfbovespa (bvmf-nm) - Esclarecimento Sobre Noticia Veiculada Na Midia http://t.co/dZxOwGCIDa,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
443051625796866049l,"Suporte em BRKM5 nos R$15,00 !?",0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
445626541658365952l,RT @Smarttrade10: Uma coisa interessante que acabei de observar. Tanto PETR3 quando PETR4 tem 107M de ações alugadas. Será isso coincidenci…,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
459665389430251520l,$HGTX3 - Cia Hering (hgtx-nm) - Demonstracoes Financeiras De 31/03/2014 (individual) http://t.co/Rjsr5J5NsP,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
444283268293484544l,"Lá vai o Marcão levantar a ação!! RT @Live_Trade Operação Swing: RT @Live_Trade: #usim5 Comprando 8,61 amanhã",0,0,0,0,1,0,0,0,0,0.667,0.667,1.000,1.000,3
447190815329497090l,@coroneldoblog @o_colecionador problema nao é esse. Problema é o bilhao de dolares (3x valuation pago pela PETR4) um ano depois.,0,1,0,1,0,0,0,0,0,1.000,0.667,1.000,0.667,3
457946031091908608l,RT @sou_a_gi: GOLOOOOOOOOOOOOOO CRL CHUPEM #CARREGABENFICA,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
468832624673566720l,A última indicação da #PETR3 resultou em 4.92 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-1,-1,0,0,-1,0.333,0.667,0.667,0.667,3
459305791275925504l,$BBDC4 - Resultados do Bradesco no 1º trimestre de 2014 http://t.co/XJD1AqtFZE,-1,-1,-1,-1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
458000798765821952l,Lunch. Para variar. #DaucoDoesTheHope #ActivaTuVerano #LaEsperanza (@ El Fogon) http://t.co/62vl2knea3,-2,-2,-2,-2,0,0,0,0,-1,0.000,0.333,0.667,0.667,3
453546592155738113l,RT @reminiscences: Sugestao para Graça Foster melhorar Petrobras #Petr4: fazer campanha contra Dilma… melhor que anunciar descobertas de re…,0,1,0,0,0,0,1,0,0,0.667,0.667,1.000,0.667,3
449569157039001601l,"RT @lambari_trader: A última vez que fui completamente exercido em PETR4: novembro de 2013, PETRK19. Zerei a carteira e voltei na faixa dos…",0,0,0,0,0,0,0,0,1,0.667,0.667,1.000,0.667,3
459393520466673664l,"GOLL4. Bola da vez. Deve testar os 15,00 nos proximos pregoes. Amanha testa os 14,00.",0,0,0,0,1,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
461505776595783680l,"@Andresmoraes nossa querida e amada #PETR4 na briga pela confirmação do rompimento dos R$16,60 hein ? Essa promete ser das boas. =)",1,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
470980340795064321l,@o_escalfado nao sei leitao,-2,-2,-1,-1,-1,-1,-1,-1,-1,0.333,0.667,0.667,0.667,3
444475367806763010l,Usim5 comprado,1,0,0,0,0,0,0,0,0,0.667,1.000,0.667,1.000,3
443036736596492288l,@lambari_trader E não é que a Petrobras #petr4 visitou os R$ 12 …. !!!!,-2,-2,0,0,0,1,0,0,-1,0.000,0.667,1.000,0.667,3
441306912231923713l,"05/03/14 - 17:19: Maiores Altas: BRFS3 4,38% R$44,80, ALLL3 2,81% R$6,94, KROT3 2,76% R$44,91, GFSA3 2,42% R$3,38, ECOR3 2,18% R$12,62.",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
441285961402417154l,A China está derretendo ou algo do gênero para a #vale5 estar apanhando desse jeito? #bovespa,0,1,0,1,0,1,0,1,0,0.667,0.667,0.667,0.667,3
467057167770849280l,"@petrobras Legal não é ? ação de 40,00 agora esta 18,00 isso porque a Dilma caiu na prévia olhe seu fundamento http://t.co/wXr25pi8LT",0,1,0,1,0,0,1,0,0,0.667,0.667,0.667,1.000,3
448953584076722176l,"uRGENTE!! Após rebaixamento do Brasil pelo S&amp,P, Dilma troca Mantega por advogado do Fluminense! #IBOV #PETR4 #VALE5",0,1,0,0,-2,-2,0,0,-1,0.667,1.000,0.000,0.667,3
453539784531927041l,$SBSP3 - Sabesp (sbsp-nm)-ago/e-30/04/2014 - 10h00 - Aumento Capital Sem Emissao De Acoes http://t.co/jpD54JYXa4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.000,0.667,0.667,0.667,3
463386045631840257l,"(#VALE5): O preço do minério de ferro iniciou a semana com uma pequena queda de 0,1% no mercado à vista chinês,... http://t.co/z41spVh7p4",-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
450933778140393472l,"RT @imcharliedrew: Omds o vídeo da irina, da Mafalda e do iuri tava mm fixeee morri",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
443131579800367104l,amanhã é petr4,1,0,0,0,1,0,0,0,0,0.500,0.500,0.500,0.500,4
446668654244270080l,"RT @Igorcrp: #PETR4 : EXCLUSIVO, em @VEJA: PF prende ex-diretor da Petro em operação de lavagem de dinheiro http://t.co/3wGEVANwmT http://t…",-2,-2,-2,-2,0,1,1,0,-1,0.000,0.000,1.000,0.667,3
460864625333248000l,CYRE3 preco muito atraente...se nao fosse a LTB do diario...acumulando... uma hora vai andar,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.000,3
441410004097445888l,RT @clubedopairico: caramba ... hoje a #PETR4 tocou (na verdade está nela ...) a média de 200 meses !!!!! o.O Isso nunca aconteceu !!!,1,0,1,0,0,1,0,0,0,0.667,0.667,1.000,1.000,3
456867956006588416l,"@coroneldoblog Apenas a perspectiva de divulgação de nova pesquisa do IBOPE, logo mais, faz Petrobrás (PETR4) disparar na Bovespa de novo.",1,0,-2,-2,1,0,0,0,-1,1.000,0.000,0.667,0.667,3
444089925110353920l,"Na #VALE5 fêz duas Sub Onda 5 na min de ontem mas ainda tem alvo em saopaulino,60 e acima de 25,80 alvos 28,50 31,20 http://t.co/nmmXRM4qWe",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
449658948401233920l,RT @stanleyburburin: Olha as corretoras que mais compararam a ação PETR4 da Petrobras - http://t.co/6hdGKu7et4 http://t.co/5HLoD6fgx8,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
449179780374491137l,"INTRADAY PETR4: Suportes 14,14 e 14,27 e resistências 14,61 e 14,82
INTRADAY VALE5: Suportes 27,07 e 27,28 e resistências 27,85 e 28,21",0,0,-2,-2,-2,-2,-1,-1,-1,0.667,0.333,0.333,0.667,3
454017714236166144l,Antes do anúncio do CADE era possível observar no gráfico diário de #CSNA3 que a tendência já (cont) http://t.co/ATIuGyLLGq,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
451086027164119040l,Planner indica 5 papéis para ganhar com dividendos em abril: Os analistas optaram por três f... http://t.co/O2Zvl9HJr6 #infomoney #vale5,1,0,0,0,1,0,0,0,0,0.667,1.000,0.667,1.000,3
441195166905290753l,"Papeis que negociaram mais taxas
#KROT3, #OIBR4, #RENT3, #BRSR6
Intrusos são o primeiro e último. Olho neles!
@ferrisss @dfittarelli",-2,-2,-1,-1,1,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
460933625907650560l,#GGBR4 apresentando divergência de alta. Aguardando sinais mais claros de reversão para alta. http://t.co/3GLBoEdZbb,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
450817947645530112l,@AlexCanoas13 @gilmardarosa Basta ver o comportamento da sua ação (PETR4) na bolsa de valores com as notícias de queda de popularidade da D.,-2,-2,-2,-2,1,0,-2,-2,-1,0.000,0.000,0.667,0.000,3
443001323957391360l,#vale5 (mensagem: 950904)  http://t.co/wfR8HEPu4k,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
448083263895371776l,"Resistencia 0,98 llxl3 parece pesada, voltando para 0,5X para fazer fundo duplo?respeitando canal de baixa desde 2010?",-2,-2,-2,-2,1,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
452110015714033664l,"ELETROBRAS jscp|aprov 30/4/2014|ex 2/5/2014||pg n/d|ELET3 R$0,39921083663|ELET5 R$2,17825658673|ELET6 R$1,63369244005 http://t.co/IjtHKlQlfr",-1,-1,-1,-1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
448563906446127106l,"JBS (#JBSS3) cai 4,96% na Bovespa após divulgar balanço http://t.co/sipoJW7769",0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
466635098704850945l,A última indicação da #USIM5 resultou em 0.80 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,0,0,0,0,0,0,0,0.667,1.000,0.667,1.000,3
453837816804696064l,@abilio_diniz @paodeacucar  Análise dos fundamentos do Grupo Pão de Açúcar #GPA #CBD #PCAR3 #PCAR4 até 12/2013 http://t.co/GYFJfNZm5O,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
455484807212838913l,"Remem para o Money: Limites de petróleo e Mudanças Climáticas - como e... petrobras, petr4, http://t.co/QcVaudCfDL",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
456168774593708032l,"Gata, você não é Pasadena. Mas é sempre um bom negócio ter você em minha vida. #CantadasDaBolsa #Petrobras #PETR4 #Pasadena",1,0,1,0,0,0,0,0,0,0.667,0.667,1.000,0.667,3
444509288980283392l,A compra que fizemos em ALLL3. Segue aberta...,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
471254326875136000l,"Vale, Petrobras, Usiminas e mais 4 empresas agitam o noticiário desta terça-feira: Entre os ... http://t.co/NvofGRL9RM #infomoney #vale5",0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,0.667,3
459665637887840257l,#VALE5 O Superior Tribunal de Justiça (STJ) considerou ilegal a forma como o governo cobrava impostos em algumas... http://t.co/yhnlSMQHuL,1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
451455862130102272l,"Papel com variação Positiva ELET3  R$ 7,08  4,89% Ver gráfico de dois anos",1,0,1,0,1,0,0,0,0,1.000,0.667,0.667,1.000,3
455747937323462656l,possivel W na GGBR4 no diario,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
443037303657988096l,"Infelizmente não conseguir montar a Streaddle com opções da #PETR4 queria ter montado entre sexta e hj, agora fica pra próxima..",-2,-2,0,1,0,0,0,0,-1,0.250,0.750,0.750,0.750,4
448153406952468480l,"Quanto mais notícia ruim vaza na mídia sobre a PETR4, mais ela sobe na bolsa de valores...",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
445642013623726081l,é ... lá vamos nós para a 10ª semana com IFR semanal de #PETR4 abaixo de 5. Já pensou como fica quem diz q só por chegar no 20 já é compra ?,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
453652347529351168l,"Suzb5 e Fibria 

Na sequencia e se alguém vendeu ...... http://t.co/KfvX0cp8Tx",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
469976092280107008l,Meu despertador tem muito ciúmes da minha incrível relação com minha cama hu3hu3.,0,0,0,0,0,0,0,0,1,1.000,0.667,1.000,1.000,3
444523070557290498l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:ALLL3 7,26 BRFS3 44,07",0,0,0,0,1,0,0,0,0,1.000,1.000,0.667,0.667,3
449232681772257280l,"Rastreamento ações-Gráf diário-14h. Analise se romper:ABEV3 16,97 BBTG11 27,62 BOVA11 48,15 BRML3 18,30 BVMF3 10,69 CPFE3 18,01 ICON 2301,35",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
471978268724580352l,$CRUZ3 - Souza Cruz (cruz) - Fato Relevante   Aprovacao De Projetos http://t.co/k7eMPEhA82,1,0,0,0,0,0,0,0,0,1.000,1.000,0.667,1.000,3
452959409896169472l,"Só minhas ❥ ❥ ❥
#Gostosaas #Loiras£morena @ Morada Do Vale3 Gravatai http://t.co/0NtYT89su4",-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
444497897208684545l,"Hoje, 14/03/14, Ações da Petrobrás [ PETR4 ] despencaram aos valores de 25/02/05 !  O que já valeu R$53,68 hoje vale R$12,91 =&gt, FGTS sifu ‼",0,1,0,1,0,0,1,0,0,1.000,1.000,1.000,0.667,3
451710761455607808l,#PETR4 CPI da Petrobrás... isto nem nasceu e já cheira Pizza.... Pizza de repolho!!!,0,1,-2,-2,-2,-2,1,0,-1,0.667,0.333,0.333,0.667,3
446654593817399296l,"#PETR4 : EXCLUSIVO, em @VEJA: PF prende ex-diretor da Petro em operação de lavagem de dinheiro http://t.co/3wGEVANwmT http://t.co/YHocJpiEkv",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.000,3
449563541008556032l,@nahasbap Não será brml3 ?,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
448580144576626688l,"25/03 O Ibovespa fechou em alta de +0,39%, aos 48.180 pts. Destaques: AEDU3 +3,99%, CPLE6 +3,97% e USIM5 +2,89%. http://t.co/j9yUOf2ipY",0,0,0,0,0,0,0,0,1,0.667,1.000,0.667,1.000,3
453198293934559232l,"Ei, só uma observação. PETR4 ainda tem projeção de baixa. Fica calmo amigo que fica se gabando dessa alta...",0,1,0,0,1,0,-2,-2,-1,0.667,0.667,1.000,0.000,3
446647153998721024l,"o.O e lá foi a #PETR4 ! R$13,59",-2,-2,-2,-2,0,1,0,0,-1,0.333,0.333,0.667,0.667,3
451402901903392769l,#PETR3 #PETR4 - Mantega: Governo não teme qualquer investigação contra a Petrobras - http://t.co/g4pl8OgKe6,0,0,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
443083439202656257l,"Em 3/12 o @nahasbap 'previu' que PETR4 iria 'visitar' os 12. Três meses antes! Esse cara tem informação privilegiada, kkkk... retuíto:",-2,-2,0,0,0,1,0,1,-1,0.000,0.667,0.667,0.667,3
451802929809592321l,"Ativo c/ vol Financeiro Superior à 1,5 X a sua MM21-16h: FESA4 GGBR3 GOLL4 PINE4 TGMA3 VAGR3",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
466929183751286784l,"&gt,&gt,&gt,Cemig (CMIG4): Julgamento do mandado sobre Jaguara é suspenso&lt,&lt,&lt,

(+) Cemig (CMIG4): Julgamento do mandado... http://t.co/M9A5yw7dU0",0,1,0,1,0,1,0,0,0,0.667,0.667,0.667,0.667,3
467344380739993600l,#HYPE3 que coisa linda tem mais de um mês que fiz o destaque e muita corretora papou mosca mais de 15% na gordura.,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
