Tweet_ID,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,Conf_Tru_Dis,Conf_Joy_Sad,Conf_Ant_Sur,Conf_Ang_Fea,Num_Annot
dante_01_459291988228341760l,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,1.0,1.0,3
dante_01_465354457732370432l,-1,-1,-1,-1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
dante_01_459069903103078400l,0,1,-2,-2,-2,-2,1,0,-1,0.75,0.0,0.5,0.5,4
dante_01_446647223401844736l,0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.0,0.0,3
dante_01_471054492306120704l,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_456214970783371265l,0,1,-2,-2,-2,-2,0,1,-1,0.667,0.333,0.333,0.667,3
dante_01_444159718349873153l,-2,-2,-1,-1,-1,-1,0,0,-1,0.333,0.667,0.667,0.667,3
dante_01_446815402728112128l,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_453904604917293056l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_453187222423224321l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_446697448187383808l,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_444187241913405440l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_461094200289677312l,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_444589336151851008l,1,0,1,0,0,1,-2,-2,-1,0.667,0.667,0.667,0.0,3
dante_01_454228294846935040l,-2,-2,0,1,0,1,0,0,-1,0.0,0.667,0.667,0.667,3
dante_01_461528274955685889l,1,0,1,0,1,0,0,0,0,1.0,0.667,0.667,0.667,3
dante_01_441396685957505024l,1,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
dante_01_453654222123171840l,0,1,-2,-2,0,0,-2,-2,-1,1.0,0.0,0.667,0.0,3
dante_01_444566168053886976l,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
dante_01_459313659655622656l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_450640748850200576l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_443018719959474176l,0,1,-2,-2,0,0,1,0,-1,0.667,0.0,0.667,0.667,3
dante_01_458779058290315264l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_450749596755439616l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_449278725813985280l,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_471364509345775616l,0,0,0,0,0,0,0,1,0,0.667,0.667,0.667,0.667,3
dante_01_463296237513740288l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_460862401802694656l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_469918356930588673l,1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_443740334766710784l,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
dante_01_469541348102901760l,1,0,1,0,1,0,0,0,0,1.0,0.667,0.667,0.667,3
dante_01_456060258868539392l,1,0,1,0,0,1,-2,-2,-1,0.667,0.667,0.667,0.0,3
dante_01_456049079987212289l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_443143689280299009l,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,3
dante_01_469499828855382017l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_448819641628884992l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_446774944983429120l,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,0.667,3
dante_01_447075004153593857l,-2,-2,0,0,0,1,0,0,-1,0.0,0.667,0.667,1.0,3
dante_01_453514589926199296l,-2,-2,1,0,0,1,0,0,-1,0.0,0.667,1.0,0.667,3
dante_01_446996104539033601l,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,0.667,1.0,3
dante_01_441891559420600321l,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
dante_01_449250160464625664l,-2,-2,-2,-2,-2,-2,0,1,-1,0.333,0.333,0.333,0.667,3
dante_01_464754041671913472l,1,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
dante_01_468811542084218881l,-2,-2,-2,-2,1,0,1,0,-1,0.333,0.333,0.667,0.667,3
dante_01_445527777216061440l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_459292110873972737l,0,0,-1,-1,0,0,0,0,-1,0.667,0.667,0.667,0.667,3
dante_01_456498019605565440l,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,4
dante_01_466611188613533696l,-2,-2,-2,-2,1,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
dante_01_455682223635972096l,0,0,-1,-1,0,0,0,0,-1,0.667,0.667,0.667,0.667,3
dante_01_457193923602284544l,-2,-2,-2,-2,-2,-2,0,0,-1,0.0,0.0,0.333,1.0,3
dante_01_441945453010370560l,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,1.0,3
dante_01_464756553841922048l,-1,-1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.0,3
dante_01_451749333151801344l,-2,-2,1,0,0,0,0,0,-1,0.333,0.667,0.667,1.0,3
dante_01_472473292683886592l,1,0,1,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
dante_01_456492866760896512l,-1,-1,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
dante_01_444445236816015360l,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,0.667,3
dante_01_443009078449565697l,0,1,0,1,-2,-2,0,1,-1,0.667,0.667,0.0,0.667,3
dante_01_443226250736177152l,0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.333,0.667,3
dante_01_448905742108856321l,1,0,-2,-2,0,1,0,0,-1,0.667,0.333,0.667,0.667,3
dante_01_451096334221582337l,-2,-2,-2,-2,1,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
dante_01_450978152383533056l,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
dante_01_449661312189362176l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_456848399242133504l,0,1,0,1,0,0,0,1,0,0.667,1.0,0.667,0.667,3
dante_01_443009081242968064l,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
dante_01_444077454463102977l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_461607464333766656l,0,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_444171983803412480l,1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,0.667,3
dante_01_441209700580077569l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_461536397468639232l,-2,-2,0,0,1,0,0,0,-1,0.0,1.0,0.667,1.0,3
dante_01_454717784413728768l,0,0,0,0,1,0,0,0,0,1.0,1.0,0.667,0.667,3
dante_01_444495896227885056l,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_453522489118056448l,-2,-2,1,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_451358257169567744l,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
dante_01_458593676046761984l,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
dante_01_444467127391879168l,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_466312523223166979l,0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
dante_01_441355386499526656l,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,3
dante_01_447268375631523840l,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.0,3
dante_01_461121066325512192l,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_443023955293917184l,0,1,0,0,0,0,1,0,0,1.0,0.667,1.0,0.667,3
dante_01_447089198856548352l,-2,-2,-2,-2,0,1,0,0,-1,0.333,0.333,0.667,0.667,3
dante_01_461058522747527168l,1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_459317772145934336l,0,0,-2,-2,0,0,0,0,-1,0.667,0.0,0.667,1.0,3
dante_01_445594864114495488l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_443415722564517889l,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_458572512696500224l,-2,-2,-2,-2,-1,-1,0,0,-1,0.333,0.333,0.667,0.667,3
dante_01_455854756167442432l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_450397089760296960l,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
dante_01_448806627571806209l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_443829193080844288l,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
dante_01_451092380536815616l,1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_449543752609464321l,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_441957109014732800l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_463297321254809600l,0,1,0,1,0,0,0,1,0,1.0,1.0,0.667,0.667,3
dante_01_446601334377431040l,1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_459389829080690689l,1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
dante_01_442688786481561600l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_459780545736888321l,0,1,0,1,0,1,-2,-2,-1,0.667,0.667,0.667,0.0,3
dante_01_456113321658580992l,0,0,0,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
dante_01_441945541778628608l,0,1,0,1,1,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
dante_01_444556976694263808l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_461124150732410881l,0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
dante_01_448147282345869313l,1,0,1,0,0,1,0,0,0,1.0,1.0,1.0,1.0,3
dante_01_467378580331462656l,1,0,0,0,0,1,0,0,0,0.8,0.8,0.8,1.0,5
dante_01_469507340350541826l,1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_452006225572802560l,0,1,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_450641526813917184l,0,1,0,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
dante_01_466193199934210048l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_443069104740917248l,1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_447010730395447296l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_459306158361411584l,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_443744305128427520l,0,0,-2,-2,0,0,0,0,-1,0.667,0.0,0.667,1.0,3
dante_01_455738320623247360l,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
dante_01_462312145854922757l,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
dante_01_456413176565755904l,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
dante_01_446424882575052800l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_443345540483665920l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_441979536419606528l,0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
dante_01_446010904342429696l,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
dante_01_445529037042368512l,-2,-2,0,0,-2,-2,0,0,-1,0.0,0.667,0.0,1.0,3
dante_01_451685101416763392l,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
dante_01_456840999021449216l,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_452038585928392704l,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
dante_01_461125555522240512l,-2,-2,1,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_445556163594424321l,0,1,0,0,0,0,0,0,0,0.667,1.0,1.0,0.667,3
dante_01_456434512214638592l,1,0,0,0,0,1,0,1,0,0.667,0.667,0.667,0.667,3
dante_01_443743677777977344l,0,0,0,0,0,0,0,1,0,1.0,0.667,1.0,0.667,3
dante_01_448972349292171264l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
dante_01_449261686193913856l,0,1,0,0,0,0,1,0,0,0.667,1.0,0.667,0.667,3
dante_01_446695797019922432l,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
dante_01_453861159608020994l,1,0,0,0,0,0,0,1,0,1.0,1.0,0.667,0.667,3
dante_01_467341850849058816l,1,0,0,0,1,0,0,0,0,1.0,0.667,0.667,0.667,3
dante_01_442007999989944320l,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
dante_01_449641835276034049l,0,0,0,0,-2,-2,0,0,-1,1.0,1.0,0.333,1.0,3
dante_01_467369011479859200l,1,0,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_450720786152968192l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
dante_01_443019898613030914l,-2,-2,0,0,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
dante_01_452559954927681538l,1,0,1,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
dante_01_451084986008223744l,-1,-1,-2,-2,-1,-1,-1,-1,-1,0.667,0.333,0.667,0.667,3
dante_01_448497855423344640l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_453883178219212800l,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
dante_01_453538156524998656l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,1.0,1.0,3
dante_01_459058981432881152l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_460775981931036672l,-2,-2,-2,-2,0,1,0,0,-1,0.333,0.333,1.0,0.667,3
dante_01_469210709067583488l,0,0,0,0,0,0,0,1,0,0.667,0.667,0.667,0.667,3
dante_01_447094096763822080l,-1,-1,0,0,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
dante_01_470183485622460416l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_459376812175671296l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_443729298588176384l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_469133205900369921l,1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_454334879015391232l,-1,-1,-1,-1,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
dante_01_456868024990306304l,0,1,0,1,-2,-2,0,1,-1,1.0,1.0,0.0,0.667,3
dante_01_448218315128053760l,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
dante_01_461258410596368384l,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
dante_01_464754673673859072l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_461192979127230464l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_447192723876233216l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_443066899308756992l,-2,-2,0,0,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
dante_01_454332334423408641l,0,1,0,1,0,1,0,1,0,1.0,0.667,0.667,0.667,3
dante_01_448873740685037568l,1,0,1,0,0,0,-2,-2,-1,0.667,1.0,0.667,0.333,3
dante_01_453185594030850048l,0,0,0,0,0,0,-2,-2,-1,0.667,1.0,0.667,0.333,3
dante_01_448249420552089600l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_459317224105598976l,-2,-2,-2,-2,1,0,0,0,-1,0.0,0.0,1.0,0.667,3
dante_01_448084543984394240l,1,0,1,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
dante_01_469942540863815680l,0,0,-2,-2,0,1,0,0,-1,0.667,0.333,0.667,0.667,3
dante_01_449217112440324096l,1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
dante_01_446705938536218624l,0,0,0,0,0,1,0,0,0,0.667,0.667,1.0,0.667,3
dante_01_458638002370396160l,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_453621090594877440l,1,0,-2,-2,0,0,0,0,-1,0.667,0.0,1.0,1.0,3
dante_01_462334976709894144l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_453578562873069568l,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
dante_01_453856143949828096l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_453640939869720576l,-2,-2,0,0,0,1,-2,-2,-1,0.333,0.667,0.667,0.333,3
dante_01_441288845510733824l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_441806630942826496l,1,0,1,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
dante_01_450710184575651840l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
dante_01_448951505845256193l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_468407432121974784l,-2,-2,0,0,-2,-2,-1,-1,-1,0.333,0.667,0.333,0.667,3
dante_01_452424503684243457l,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
dante_01_446347773408190464l,1,0,1,0,0,1,0,0,0,1.0,1.0,0.667,0.667,3
dante_01_449543166505791488l,0,0,1,0,0,0,0,0,0,0.667,0.667,1.0,0.667,3
dante_01_462228559457964032l,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
dante_01_446302699286724609l,0,0,0,0,1,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
dante_01_458982496311738368l,-2,-2,0,0,-1,-1,-1,-1,-1,0.333,0.667,0.667,0.667,3
dante_01_470627104271663104l,0,0,-2,-2,0,0,0,0,-1,0.667,0.0,0.667,0.667,3
dante_01_465875997703696384l,-1,-1,0,0,1,0,0,0,-1,0.667,0.667,0.667,0.667,3
dante_01_451085246206083072l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
dante_01_456121558898343936l,-2,-2,0,1,0,1,0,1,-1,0.333,0.667,0.667,0.667,3
dante_01_448994540700336129l,0,0,0,0,0,1,0,0,0,1.0,1.0,0.667,1.0,3
dante_01_452089363938414592l,-2,-2,0,0,-2,-2,0,0,-1,0.0,0.667,0.0,1.0,3
dante_01_464864439670702080l,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_456511618398953472l,0,1,0,0,1,0,0,1,0,0.667,0.667,0.667,0.667,3
dante_01_443205544418234368l,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
dante_01_450626014260252672l,1,0,1,0,0,0,0,0,0,0.667,1.0,1.0,1.0,3
dante_01_441913277376110592l,0,0,0,1,1,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_461153512093937664l,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_455694254300753921l,0,1,0,1,-2,-2,0,0,-1,1.0,1.0,0.0,0.667,3
dante_01_448081918576582656l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_441942098104033280l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_456451163165319168l,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
dante_01_447016546729484289l,0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
dante_01_447014553474572288l,0,0,0,0,0,0,0,1,0,0.667,0.667,0.667,0.667,3
dante_01_464084084499566592l,-2,-2,-2,-2,0,1,-1,-1,-1,0.333,0.333,0.667,0.667,3
dante_01_443436979104280576l,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_448115361897279489l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_443351977343598592l,0,1,0,1,0,0,1,0,0,1.0,1.0,0.667,0.667,3
dante_01_450839659640524800l,0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
dante_01_447064811999072257l,0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,1.0,3
dante_01_469214689206206464l,0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
dante_01_461481890391023616l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_460782961156030464l,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_444206112079118336l,-2,-2,-2,-2,-2,-2,0,0,-1,0.0,0.333,0.0,0.667,3
dante_01_465354509758521344l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.0,0.667,3
dante_01_446250336194682880l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_443051625796866049l,0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
dante_01_445626541658365952l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_459665389430251520l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_444283268293484544l,0,0,0,0,1,0,0,0,0,0.667,0.667,1.0,1.0,3
dante_01_447190815329497090l,0,1,0,1,0,0,0,0,0,1.0,0.667,1.0,0.667,3
dante_01_457946031091908608l,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_468832624673566720l,-2,-2,0,0,-1,-1,0,0,-1,0.333,0.667,0.667,0.667,3
dante_01_459305791275925504l,-1,-1,-1,-1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_458000798765821952l,-2,-2,-2,-2,0,0,0,0,-1,0.0,0.333,0.667,0.667,3
dante_01_453546592155738113l,0,1,0,0,0,0,1,0,0,0.667,0.667,1.0,0.667,3
dante_01_449569157039001601l,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,0.667,3
dante_01_459393520466673664l,0,0,0,0,1,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
dante_01_461505776595783680l,1,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
dante_01_470980340795064321l,-2,-2,-1,-1,-1,-1,-1,-1,-1,0.333,0.667,0.667,0.667,3
dante_01_444475367806763010l,1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
dante_01_443036736596492288l,-2,-2,0,0,0,1,0,0,-1,0.0,0.667,1.0,0.667,3
dante_01_441306912231923713l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_441285961402417154l,0,1,0,1,0,1,0,1,0,0.667,0.667,0.667,0.667,3
dante_01_467057167770849280l,0,1,0,1,0,0,1,0,0,0.667,0.667,0.667,1.0,3
dante_01_448953584076722176l,0,1,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,0.667,3
dante_01_453539784531927041l,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0.667,0.667,0.667,3
dante_01_463386045631840257l,-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
dante_01_450933778140393472l,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
dante_01_443131579800367104l,1,0,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,4
dante_01_446668654244270080l,-2,-2,-2,-2,0,1,1,0,-1,0.0,0.0,1.0,0.667,3
dante_01_460864625333248000l,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_441410004097445888l,1,0,1,0,0,1,0,0,0,0.667,0.667,1.0,1.0,3
dante_01_456867956006588416l,1,0,-2,-2,1,0,0,0,-1,1.0,0.0,0.667,0.667,3
dante_01_444089925110353920l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_449658948401233920l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_449179780374491137l,0,0,-2,-2,-2,-2,-1,-1,-1,0.667,0.333,0.333,0.667,3
dante_01_454017714236166144l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_451086027164119040l,1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
dante_01_441195166905290753l,-2,-2,-1,-1,1,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
dante_01_460933625907650560l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_450817947645530112l,-2,-2,-2,-2,1,0,-2,-2,-1,0.0,0.0,0.667,0.0,3
dante_01_443001323957391360l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_448083263895371776l,-2,-2,-2,-2,1,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
dante_01_452110015714033664l,-1,-1,-1,-1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_448563906446127106l,0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
dante_01_466635098704850945l,1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
dante_01_453837816804696064l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_455484807212838913l,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
dante_01_456168774593708032l,1,0,1,0,0,0,0,0,0,0.667,0.667,1.0,0.667,3
dante_01_444509288980283392l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_471254326875136000l,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,0.667,3
dante_01_459665637887840257l,1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_451455862130102272l,1,0,1,0,1,0,0,0,0,1.0,0.667,0.667,1.0,3
dante_01_455747937323462656l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_443037303657988096l,-2,-2,0,1,0,0,0,0,-1,0.25,0.75,0.75,0.75,4
dante_01_448153406952468480l,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_445642013623726081l,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
